iter	RMSE
386	33.97309813
387	33.96406962
388	33.95155139
389	33.93972528
390	33.9293136
391	33.91914171
392	33.90727826
393	33.89126337
394	33.87979151
395	33.8602765
396	33.84799412
397	33.83547151
398	33.82567511
399	33.81328267
400	33.80304562
401	33.79131775
402	33.77890987
403	33.76658567
404	33.75621682
405	33.74668904
406	33.73490828
407	33.72342139
408	33.71178868
409	33.70089438
410	33.69273102
411	33.68269527
412	33.66667059
413	33.65354243
414	33.64502224
415	33.63123583
416	33.62099946
417	33.61027681
418	33.60322084
419	33.59342642
420	33.58228109
421	33.57171332
422	33.55826456
423	33.54727346
424	33.53787671
425	33.51938043
426	33.51056617
427	33.50007358
428	33.49145747
429	33.48313358
430	33.47167085
431	33.46134216
432	33.45114019
433	33.43963107
434	33.42953154
435	33.42227261
436	33.40781196
437	33.39866613
438	33.3864311
439	33.37897508
440	33.36880793
441	33.35894663
442	33.34817106
443	33.33556883
444	33.32241238
445	33.31095255
446	33.3022527
447	33.29377597
448	33.2846365
449	33.27248363
450	33.2634472
451	33.25401043
452	33.24689049
453	33.23782943
454	33.22913304
455	33.21573101
456	33.20540747
457	33.19736518
458	33.18886504
459	33.17967447
460	33.17284472
461	33.16445065
462	33.1537885
463	33.14741756
464	33.13808719
465	33.13044244
466	33.12098381
467	33.11256751
468	33.10602214
469	33.09560283
470	33.08732551
471	33.07943154
472	33.0700681
473	33.06114646
474	33.05304075
475	33.04548086
476	33.03663091
477	33.02681958
478	33.01983684
479	33.00416224
480	32.99891038
481	32.99219229
482	32.98446036
483	32.97639544
484	32.96916607
485	32.96099065
486	32.95285578
487	32.94650243
488	32.93758786
489	32.92923195
490	32.92242862
491	32.91575747
492	32.90779706
493	32.89830205
494	32.88988791
495	32.88138992
496	32.87536512
497	32.86029427
498	32.85369065
499	32.84630864
500	32.83840023
501	32.83164916
502	32.8247689
503	32.81747245
504	32.8028345
505	32.79489633
506	32.7862721
507	32.78040007
508	32.77517959
509	32.75990977
510	32.75127868
511	32.74296256
512	32.73629795
513	32.72857351
514	32.72269663
515	32.71798574
516	32.7094852
517	32.70206505
518	32.69121426
519	32.68311675
520	32.67663838
521	32.66797671
522	32.65913705
523	32.65203515
524	32.64584769
525	32.64079682
526	32.63540738
527	32.62979071
528	32.62249874
529	32.61578854
530	32.61149815
531	32.60562445
532	32.59759719
533	32.58935547
534	32.58398447
535	32.57645377
536	32.56948011
537	32.5626053
538	32.5557949
539	32.55149486
540	32.54248571
541	32.53513069
542	32.52940859
543	32.52141402
544	32.51019377
545	32.50431637
546	32.49865485
547	32.491223
548	32.48337751
549	32.47802656
550	32.47274076
551	32.46260962
552	32.45749381
553	32.45105942
554	32.44591699
555	32.43902701
556	32.43067994
557	32.42404062
558	32.41664037
559	32.41166749
560	32.40713688
561	32.38727941
562	32.38236451
563	32.37614743
564	32.37081574
565	32.36444245
566	32.35704282
567	32.34368773
568	32.33636241
569	32.33143956
570	32.32435757
571	32.3145017
572	32.30956355
573	32.30549667
574	32.29970998
575	32.29529733
576	32.28845683
577	32.28145308
578	32.27746517
579	32.27187132
580	32.26714665
581	32.26138483
582	32.25545113
583	32.24993948
584	32.2448013
585	32.23891395
586	32.2291716
587	32.22152227
588	32.21607253
589	32.20976215
590	32.20486908
591	32.1995877
592	32.19372392
593	32.18902954
594	32.18450197
595	32.1773426
596	32.17255552
597	32.16781633
598	32.16103757
599	32.15586415
600	32.1511563
601	32.14507458
602	32.14061853
603	32.13040837
604	32.12422533
605	32.12048287
606	32.11449314
607	32.1104868
608	32.09175602
609	32.08488149
610	32.07959464
611	32.07387658
612	32.06813701
613	32.0632609
614	32.05755573
615	32.0508025
616	32.04643286
617	32.04303142
618	32.03636476
619	32.03071331
620	32.02338518
621	32.01938957
622	32.0133293
623	32.0073533
624	32.00234615
625	31.99738097
626	31.98549065
627	31.97950652
628	31.97046862
629	31.96683229
630	31.96033663
631	31.95384904
632	31.94884164
633	31.94399681
634	31.93936213
635	31.93478797
636	31.92892898
637	31.92590296
638	31.91947975
639	31.91366342
640	31.90596318
641	31.90088294
642	31.89584848
643	31.88510259
644	31.87983501
645	31.87386505
646	31.86967237
647	31.85919268
648	31.85060372
649	31.8414382
650	31.83770902
651	31.83113038
652	31.82655783
653	31.82123108
654	31.81284181
655	31.8088254
656	31.7987397
657	31.79335243
658	31.78975505
659	31.78624678
660	31.78009581
661	31.77519222
662	31.77111122
663	31.76560135
664	31.76166537
665	31.75775538
666	31.7466137
667	31.74313089
668	31.738505
669	31.73416824
670	31.73010653
671	31.72577907
672	31.72114289
673	31.71616073
674	31.71218385
675	31.70244843
676	31.69929498
677	31.69539321
678	31.6906179
679	31.68458431
680	31.67973675
681	31.67648499
682	31.67247409
683	31.66315839
684	31.6596997
685	31.65414787
686	31.65031121
687	31.64633474
688	31.64314907
689	31.63976414
690	31.63499973
691	31.63078372
692	31.62094474
693	31.61630573
694	31.61070253
695	31.60641381
696	31.6031926
697	31.59916995
698	31.59476493
699	31.59037752
700	31.58724583
701	31.58270949
702	31.57832591
703	31.57220779
704	31.56833454
705	31.56400514
706	31.56025147
707	31.557198
708	31.55352727
709	31.54652679
710	31.54327553
711	31.53911508
712	31.53570789
713	31.53155339
714	31.52690574
715	31.52328633
716	31.52019348
717	31.51607361
718	31.51105734
719	31.50692627
720	31.5024521
721	31.49935945
722	31.49459355
723	31.49157418
724	31.48830544
725	31.48459298
726	31.4804897
727	31.47778656
728	31.47316815
729	31.46732396
730	31.46346744
731	31.45848872
732	31.45383554
733	31.44606756
734	31.44137701
735	31.43761577
736	31.43319024
737	31.42936198
738	31.42641509
739	31.42304175
740	31.41955049
741	31.41559515
742	31.41256419
743	31.40971873
744	31.40653701
745	31.40316775
746	31.39969972
747	31.39641335
748	31.39391899
749	31.39010318
750	31.38720284
751	31.38429459
752	31.38085889
753	31.37710484
754	31.37471897
755	31.36950511
756	31.36478239
757	31.36184285
758	31.35910999
759	31.35547893
760	31.34665412
761	31.34362515
762	31.33491358
763	31.33073339
764	31.32809354
765	31.3244206
766	31.32010578
767	31.31507771
768	31.31093456
769	31.30645141
770	31.30273506
771	31.29964544
772	31.29493947
773	31.2850244
774	31.2813395
775	31.27691116
776	31.26948517
777	31.26652066
778	31.26092109
779	31.25797847
780	31.253813
781	31.2501936
782	31.24633699
783	31.2419057
784	31.23839048
785	31.2361788
786	31.23160651
787	31.22976102
788	31.22716311
789	31.22358871
790	31.22019074
791	31.21570348
792	31.21153476
793	31.20919144
794	31.20422533
795	31.20145407
796	31.19821848
797	31.19559647
798	31.19017245
799	31.1839497
800	31.18051927
801	31.175915
802	31.17235005
803	31.17025252
804	31.16722601
805	31.16388112
806	31.1601465
807	31.15743673
808	31.15335111
809	31.14933267
810	31.14672305
811	31.1394744
812	31.13602651
813	31.13331087
814	31.13139437
815	31.1277381
816	31.12281904
817	31.11953327
818	31.11662148
819	31.11314141
820	31.10457857
821	31.10136124
822	31.09802498
823	31.09432484
824	31.09143893
825	31.08300214
826	31.07946325
827	31.07635561
828	31.07183288
829	31.06793569
830	31.0644208
831	31.06164424
832	31.05912367
833	31.0561965
834	31.05244595
835	31.05025135
836	31.04618863
837	31.04462077
838	31.04163326
839	31.03864125
840	31.03445474
841	31.03145564
842	31.02815256
843	31.02439714
844	31.02049878
845	31.01815785
846	31.01466683
847	31.01165002
848	31.00829933
849	31.00505006
850	31.00205956
851	30.99931258
852	30.99652184
853	30.99388108
854	30.99146332
855	30.98899466
856	30.9853366
857	30.98227518
858	30.97952411
859	30.97710231
860	30.97388698
861	30.96675628
862	30.95676291
863	30.95440481
864	30.950197
865	30.94709789
866	30.94400884
867	30.93981689
868	30.93280452
869	30.93027119
870	30.92718714
871	30.92550134
872	30.92124818
873	30.91781523
874	30.91443564
875	30.91172677
876	30.90866525
877	30.90353492
878	30.90057336
879	30.89809777
880	30.89067783
881	30.88758109
882	30.88343691
883	30.88004627
884	30.87702405
885	30.87376829
886	30.8712357
887	30.8680747
888	30.86509332
889	30.86244767
890	30.85932775
891	30.85684044
892	30.85468262
893	30.85206934
894	30.84962735
895	30.84667649
896	30.84476277
897	30.84137012
898	30.8388439
899	30.83646662
900	30.8331305
901	30.83050464
902	30.82787462
903	30.81823823
904	30.81478016
905	30.81224629
906	30.80999482
907	30.80721995
908	30.8021605
909	30.79917688
910	30.79234063
911	30.78933603
912	30.78573295
913	30.78237476
914	30.780198
915	30.77735979
916	30.77237472
917	30.76743963
918	30.76372875
919	30.75884207
920	30.75210571
921	30.74913223
922	30.74560304
923	30.74292395
924	30.74050733
925	30.73571391
926	30.72835134
927	30.72561329
928	30.72351054
929	30.72103408
930	30.71884294
931	30.71673209
932	30.71435749
933	30.70985008
934	30.70646709
935	30.70413166
936	30.70245398
937	30.69900185
938	30.69485033
939	30.69142512
940	30.68418174
941	30.68177402
942	30.68021801
943	30.67691204
944	30.67473149
945	30.6718495
946	30.66945859
947	30.66746049
948	30.66509411
949	30.66303557
950	30.65643495
951	30.65447768
952	30.65237645
953	30.65006626
954	30.64808306
955	30.64544114
956	30.63846164
957	30.63516224
958	30.63281521
959	30.63093694
960	30.62900497
961	30.62644139
962	30.62425634
963	30.62178049
964	30.62004153
965	30.61736301
966	30.61530462
967	30.60878748
968	30.60697777
969	30.60534832
970	30.60308107
971	30.59562093
972	30.59237401
973	30.58740819
974	30.58504618
975	30.58040123
976	30.57618951
977	30.57326641
978	30.57165733
979	30.56971754
980	30.56738198
981	30.5636319
982	30.56204086
983	30.5572605
984	30.5543224
985	30.54929275
986	30.54686511
987	30.54323481
988	30.54149128
989	30.53903194
990	30.53647719
991	30.53364033
992	30.52935614
993	30.52754189
994	30.52423073
995	30.52106116
996	30.51944049
997	30.51521095
998	30.51025494
999	30.50849274
1000	30.50401174
1001	30.50076565
1002	30.49769867
1003	30.49288079
1004	30.48961358
1005	30.48706264
1006	30.48388081
1007	30.47945026
1008	30.47751424
1009	30.46868109
1010	30.46541073
1011	30.46338114
1012	30.46178179
1013	30.459975
1014	30.4567083
1015	30.45519519
1016	30.45091075
1017	30.44221206
1018	30.43952304
1019	30.43634569
1020	30.43285769
1021	30.42647317
1022	30.42374589
1023	30.42105867
1024	30.41742721
1025	30.41529861
1026	30.41218906
1027	30.41077396
1028	30.40875617
1029	30.40643969
1030	30.40262325
1031	30.39965224
1032	30.39802917
1033	30.39646991
1034	30.38986635
1035	30.38536784
1036	30.38238419
1037	30.37789717
1038	30.37340415
1039	30.37021071
1040	30.36739798
1041	30.36458979
1042	30.36277745
1043	30.35992567
1044	30.35717653
1045	30.3509076
1046	30.34792437
1047	30.34628304
1048	30.34190432
1049	30.33919555
1050	30.3377158
1051	30.33422585
1052	30.332703
1053	30.32452642
1054	30.32104536
1055	30.31827638
1056	30.31579921
1057	30.31419001
1058	30.30969856
1059	30.30732779
1060	30.30479784
1061	30.30330189
1062	30.3004231
1063	30.29766768
1064	30.29498598
1065	30.29061451
1066	30.28691892
1067	30.28543509
1068	30.28396419
1069	30.280882
1070	30.27792473
1071	30.27646641
1072	30.27214199
1073	30.26611727
1074	30.26265266
1075	30.25963809
1076	30.25641702
1077	30.25394271
1078	30.25082539
1079	30.24744546
1080	30.24500147
1081	30.24324034
1082	30.23949294
1083	30.23630423
1084	30.23474883
1085	30.23212639
1086	30.23057234
1087	30.22915406
1088	30.22311148
1089	30.21998907
1090	30.2163438
1091	30.21357175
1092	30.21107125
1093	30.20834824
1094	30.2058625
1095	30.20231295
1096	30.20073569
1097	30.19798548
1098	30.19629369
1099	30.19049184
1100	30.18796049
1101	30.18550167
1102	30.18304265
1103	30.17716734
1104	30.17466673
1105	30.17226846
1106	30.16867303
1107	30.16714886
1108	30.16463244
1109	30.16312232
1110	30.16135062
1111	30.15835136
1112	30.15592905
1113	30.15444171
1114	30.15295602
1115	30.15079432
1116	30.14707388
1117	30.14417579
1118	30.14111633
1119	30.13951036
1120	30.13787005
1121	30.13210479
1122	30.12908348
1123	30.12574056
1124	30.12435344
1125	30.11867749
1126	30.11619121
1127	30.11471927
1128	30.1114443
1129	30.10740924
1130	30.10471196
1131	30.09731687
1132	30.09594918
1133	30.09291228
1134	30.09055098
1135	30.085027
1136	30.0815577
1137	30.078988
1138	30.07763121
1139	30.07536437
1140	30.07320398
1141	30.07079737
1142	30.06935396
1143	30.0639299
1144	30.061639
1145	30.05953938
1146	30.0574691
1147	30.05524534
1148	30.05390256
1149	30.05040034
1150	30.04781624
1151	30.04648471
1152	30.04344982
1153	30.04134707
1154	30.03880373
1155	30.03605741
1156	30.03245453
1157	30.03014684
1158	30.02484519
1159	30.02261846
1160	30.02129181
1161	30.01840032
1162	30.01708516
1163	30.01415017
1164	30.01203915
1165	30.00682588
1166	30.00465184
1167	30.00051308
1168	29.99792222
1169	29.99661754
1170	29.99524118
1171	29.99387665
1172	29.99170359
1173	29.98656896
1174	29.98434884
1175	29.98095011
1176	29.97810619
1177	29.97583306
1178	29.97452785
1179	29.97216094
1180	29.97016254
1181	29.96822297
1182	29.96317832
1183	29.96188925
1184	29.95858278
1185	29.95361531
1186	29.95126694
1187	29.94637125
1188	29.94301143
1189	29.94020221
1190	29.933755
1191	29.93246471
1192	29.93119157
1193	29.92841467
1194	29.92647047
1195	29.92405575
1196	29.921762
1197	29.91896113
1198	29.91762247
1199	29.91607854
1200	29.91268179
1201	29.91008243
1202	29.90626639
1203	29.90415492
1204	29.90278862
1205	29.90072355
1206	29.89590045
1207	29.89377585
1208	29.89170896
1209	29.89044191
1210	29.88722619
1211	29.88596995
1212	29.88472465
1213	29.88348679
1214	29.88157268
1215	29.87929671
1216	29.87656223
1217	29.874424
1218	29.87283456
1219	29.87108319
1220	29.86857383
1221	29.86583824
1222	29.86319143
1223	29.86123043
1224	29.85921805
1225	29.85599503
1226	29.85456951
1227	29.85280921
1228	29.84880805
1229	29.84757914
1230	29.84635481
1231	29.84434792
1232	29.84284374
1233	29.8415426
1234	29.83682541
1235	29.83457082
1236	29.83203536
1237	29.82943954
1238	29.82725815
1239	29.82604488
1240	29.82327978
1241	29.82207678
1242	29.82025106
1243	29.81669568
1244	29.81494273
1245	29.81286316
1246	29.80968066
1247	29.80823791
1248	29.80598649
1249	29.80469415
1250	29.80155633
1251	29.79986478
1252	29.7952127
1253	29.79385561
1254	29.79034764
1255	29.78915532
1256	29.78591739
1257	29.78280827
1258	29.78080276
1259	29.77772714
1260	29.77536511
1261	29.77234192
1262	29.7711593
1263	29.76978218
1264	29.76807155
1265	29.76350266
1266	29.75899962
1267	29.75782643
1268	29.7556449
1269	29.75306953
1270	29.7516072
1271	29.74856591
1272	29.74740719
1273	29.74479424
1274	29.74354991
1275	29.73910256
1276	29.73743737
1277	29.73305351
1278	29.73116218
1279	29.72974496
1280	29.72830304
1281	29.7262565
1282	29.72510216
1283	29.72313243
1284	29.72079509
1285	29.71883946
1286	29.71770194
1287	29.71425383
1288	29.70993743
1289	29.70879786
1290	29.70709115
1291	29.70423589
1292	29.70193852
1293	29.70064446
1294	29.69638794
1295	29.6921926
1296	29.68975659
1297	29.68562136
1298	29.68264002
1299	29.68001615
1300	29.67707896
1301	29.67468896
1302	29.67229267
1303	29.66999902
1304	29.66784147
1305	29.66545861
1306	29.66310052
1307	29.66144269
1308	29.65960227
1309	29.65551362
1310	29.65438186
1311	29.65248566
1312	29.65016144
1313	29.64879385
1314	29.64649987
1315	29.64444957
1316	29.64333015
1317	29.64207177
1318	29.64002927
1319	29.63891269
1320	29.63488798
1321	29.63305772
1322	29.63015634
1323	29.62619296
1324	29.62499701
1325	29.61852902
1326	29.61732484
1327	29.61340733
1328	29.60954603
1329	29.60726252
1330	29.60554107
1331	29.60174052
1332	29.59974244
1333	29.59837044
1334	29.5972679
1335	29.59554667
1336	29.59379128
1337	29.59101529
1338	29.58971573
1339	29.58740105
1340	29.58630533
1341	29.58398934
1342	29.58024873
1343	29.57840167
1344	29.57697793
1345	29.5749912
1346	29.57390453
1347	29.57210109
1348	29.57050187
1349	29.56874183
1350	29.56766177
1351	29.5654374
1352	29.56261627
1353	29.55894851
1354	29.55612193
1355	29.55504882
1356	29.55289522
1357	29.55125857
1358	29.54977502
1359	29.54752932
1360	29.5453955
1361	29.54315111
1362	29.54108908
1363	29.54002248
1364	29.53834411
1365	29.536788
1366	29.53572988
1367	29.53315795
1368	29.53198675
1369	29.53049907
1370	29.5270154
1371	29.52526814
1372	29.5230626
1373	29.52137977
1374	29.52010308
1375	29.51854106
1376	29.51748909
1377	29.51644631
1378	29.51317374
1379	29.51186268
1380	29.50996031
1381	29.50718839
1382	29.50513321
1383	29.50286627
1384	29.49963629
1385	29.49692685
1386	29.49547751
1387	29.49331
1388	29.49149308
1389	29.48830466
1390	29.48676997
1391	29.48453442
1392	29.48350001
1393	29.48214884
1394	29.48048584
1395	29.47781409
1396	29.4767861
1397	29.47521899
1398	29.47304903
1399	29.47154446
1400	29.4688542
1401	29.46633658
1402	29.46517867
1403	29.46415658
1404	29.4626752
1405	29.46049718
1406	29.45826892
1407	29.45647517
1408	29.45506696
1409	29.45320353
1410	29.45218766
1411	29.4495923
1412	29.44776827
1413	29.44558898
1414	29.44390511
1415	29.4412616
1416	29.44013545
1417	29.43912625
1418	29.43599115
1419	29.43477152
1420	29.4328292
1421	29.43082295
1422	29.42930769
1423	29.42771402
1424	29.42561023
1425	29.42395229
1426	29.42295308
1427	29.42100285
1428	29.41982899
1429	29.41862539
1430	29.41763708
1431	29.4152555
1432	29.41350287
1433	29.4120341
1434	29.40996694
1435	29.40881086
1436	29.40745064
1437	29.40541555
1438	29.40278815
1439	29.40180544
1440	29.39937534
1441	29.39725948
1442	29.39551952
1443	29.39406659
1444	29.3928868
1445	29.3904518
1446	29.38947693
1447	29.38842852
1448	29.38708483
1449	29.38400738
1450	29.38232631
1451	29.37975031
1452	29.37786481
1453	29.3760309
1454	29.37248168
1455	29.37058017
1456	29.36887696
1457	29.36791061
1458	29.36633239
1459	29.36524197
1460	29.36348528
1461	29.36095328
1462	29.35923577
1463	29.35790768
1464	29.3562115
1465	29.35525317
1466	29.35315871
1467	29.35173754
1468	29.34978207
1469	29.34777461
1470	29.34662186
1471	29.34567315
1472	29.34411108
1473	29.34159396
1474	29.33911016
1475	29.33700111
1476	29.3351575
1477	29.33375449
1478	29.33125771
1479	29.3300451
1480	29.32850952
1481	29.32756608
1482	29.32537052
1483	29.32351667
1484	29.32118173
1485	29.3199808
1486	29.3136716
1487	29.31203237
1488	29.31093524
1489	29.30925524
1490	29.30696549
1491	29.3053044
1492	29.3030461
1493	29.30137264
1494	29.30043375
1495	29.2952138
1496	29.29382179
1497	29.29288074
1498	29.28937032
1499	29.28788623
1500	29.2868342
1501	29.2851979
1502	29.2835826
1503	29.28190187
1504	29.27968896
1505	29.27875494
1506	29.27574992
1507	29.2732839
1508	29.27200018
1509	29.2703609
1510	29.26896526
1511	29.26697327
1512	29.26514779
1513	29.26351667
1514	29.26168353
1515	29.26007518
1516	29.25847192
1517	29.25629059
1518	29.25536244
1519	29.25379086
1520	29.25163601
1521	29.25071372
1522	29.24954946
1523	29.24716846
1524	29.24504002
1525	29.24359869
1526	29.24158688
1527	29.24022185
1528	29.23864215
1529	29.23654186
1530	29.23562668
1531	29.23475156
1532	29.2330846
1533	29.23217571
1534	29.23066655
1535	29.22863908
1536	29.22669272
1537	29.22375191
1538	29.22209802
1539	29.22024307
1540	29.21915029
1541	29.21705946
1542	29.21549725
1543	29.2142845
1544	29.21277483
1545	29.21187186
1546	29.20948596
1547	29.20795966
1548	29.20633665
1549	29.20544134
1550	29.2045814
1551	29.20110087
1552	29.19922304
1553	29.19734086
1554	29.19524427
1555	29.19349904
1556	29.19195393
1557	29.19087769
1558	29.18993675
1559	29.18800362
1560	29.18648681
1561	29.18453904
1562	29.18282011
1563	29.18168864
1564	29.18080077
1565	29.17847598
1566	29.17697124
1567	29.17592454
1568	29.17481991
1569	29.17393844
1570	29.17170428
1571	29.17002055
1572	29.1679721
1573	29.16647334
1574	29.16526807
1575	29.16420476
1576	29.16269279
1577	29.16114741
1578	29.1592554
1579	29.15819798
1580	29.15732484
1581	29.15541546
1582	29.15417618
1583	29.15234607
1584	29.15087263
1585	29.14958895
1586	29.14727225
1587	29.14537801
1588	29.14427775
1589	29.14268044
1590	29.14122182
1591	29.14035559
1592	29.13835529
1593	29.13671203
1594	29.13508388
1595	29.13311416
1596	29.12990472
1597	29.12853704
1598	29.12700846
1599	29.12598751
1600	29.12310666
1601	29.12026302
1602	29.11940265
1603	29.11823119
1604	29.11676232
1605	29.11515257
1606	29.11381183
1607	29.11221575
1608	29.11136037
1609	29.10977885
1610	29.10821171
1611	29.10665877
1612	29.10524425
1613	29.10329655
1614	29.1014796
1615	29.10032116
1616	29.099472
1617	29.09813966
1618	29.09660321
1619	29.09525385
1620	29.0938179
1621	29.09216698
1622	29.09114228
1623	29.08974281
1624	29.08890189
1625	29.08513914
1626	29.08385675
1627	29.08104964
1628	29.08021451
1629	29.07892284
1630	29.07522058
1631	29.07369316
1632	29.07274553
1633	29.07160357
1634	29.07062075
1635	29.06909482
1636	29.06732736
1637	29.06612168
1638	29.06522309
1639	29.06417493
1640	29.06335177
1641	29.06173361
1642	29.0599266
1643	29.05910844
1644	29.05791997
1645	29.05690379
1646	29.05547326
1647	29.053384
1648	29.05196781
1649	29.04920867
1650	29.0480903
1651	29.04727812
1652	29.04540713
1653	29.04414001
1654	29.04267514
1655	29.04156967
1656	29.04002889
1657	29.03893603
1658	29.03559634
1659	29.03478861
1660	29.03342215
1661	29.03246525
1662	29.02916941
1663	29.02719466
1664	29.02563918
1665	29.02466968
1666	29.0238677
